chr1	840000	2400000
chr1	2400000	3600000
chr1	3600000	4640000
chr1	4640000	6000000
chr1	6000000	7960000
chr1	7960000	8360000
chr1	8360000	8880000
chr1	8880000	9600000
chr1	9600000	11000000
chr1	11000000	12040000
chr1	12040000	12800000
chr1	13400000	14560000
chr1	14560000	15520000
chr1	15520000	15760000
chr1	15760000	16480000
chr1	16880000	18240000
chr1	18240000	18600000
chr1	18600000	18880000
chr1	18880000	19720000
chr1	19880000	20200000
chr1	20200000	20520000
chr1	20640000	21200000
chr1	21200000	21600000
chr1	21600000	22000000
chr1	22000000	22680000
chr1	22680000	22960000
chr1	22960000	23480000
chr1	23480000	23760000
chr1	23760000	24640000
chr1	24640000	25240000
chr1	25240000	25840000
chr1	25840000	26480000
chr1	26480000	26920000
chr1	26920000	27680000
chr1	27680000	28240000
chr1	28240000	29200000
chr1	29200000	30720000
chr1	30720000	31400000
chr1	31560000	32080000
chr1	32080000	32440000
chr1	32440000	32840000
chr1	32840000	33080000
chr1	33080000	33480000
chr1	33480000	34760000
chr1	34760000	35560000
chr1	35560000	35800000
chr1	35800000	36480000
chr1	36480000	37440000
chr1	37440000	39080000
chr1	39080000	39800000
chr1	39800000	40440000
chr1	40440000	41000000
chr1	41000000	42160000
chr1	42160000	42760000
chr1	42760000	43160000
chr1	43160000	43480000
chr1	43480000	43720000
chr1	43720000	44080000
chr1	44080000	44680000
chr1	44680000	45320000
chr1	45320000	45600000
chr1	45600000	46360000
chr1	46360000	47160000
chr1	47160000	47760000
chr1	47760000	50360000
chr1	50360000	51320000
chr1	51320000	52040000
chr1	52040000	52680000
chr1	52680000	53200000
chr1	53200000	53760000
chr1	53760000	54920000
chr1	55040000	56720000
chr1	56720000	58680000
chr1	58680000	59800000
chr1	59800000	60840000
chr1	60840000	62160000
chr1	62160000	62440000
chr1	62440000	62840000
chr1	62840000	63560000
chr1	63560000	64280000
chr1	64280000	64680000
chr1	64840000	66240000
chr1	66240000	66760000
chr1	66760000	67200000
chr1	67200000	67520000
chr1	67520000	67760000
chr1	67760000	68440000
chr1	68440000	70200000
chr1	70200000	70520000
chr1	70520000	71080000
chr1	71080000	72040000
chr1	72040000	72600000
chr1	72600000	73120000
chr1	73120000	73680000
chr1	73680000	74760000
chr1	74760000	77160000
chr1	77160000	77560000
chr1	77560000	78120000
chr1	78120000	78600000
chr1	78600000	79240000
chr1	79240000	80200000
chr1	80200000	81440000
chr1	81440000	83120000
chr1	83480000	83880000
chr1	83880000	84800000
chr1	84920000	85280000
chr1	85280000	86360000
chr1	86360000	87120000
chr1	87120000	88640000
chr1	88640000	89480000
chr1	89480000	90000000
chr1	90000000	91480000
chr1	91480000	91960000
chr1	91960000	92280000
chr1	92280000	92840000
chr1	92840000	93080000
chr1	93080000	93920000
chr1	93920000	94480000
chr1	94480000	94840000
chr1	94840000	95080000
chr1	95080000	96960000
chr1	96960000	98080000
chr1	98080000	98520000
chr1	98520000	99160000
chr1	99160000	99720000
chr1	99720000	100480000
chr1	100480000	100880000
chr1	100880000	101480000
chr1	101480000	103000000
chr1	103000000	103600000
chr1	103760000	104640000
chr1	104640000	105800000
chr1	105800000	107160000
chr1	107160000	107760000
chr1	107760000	108200000
chr1	108480000	108680000
chr1	108680000	109480000
chr1	109480000	110040000
chr1	110040000	110480000
chr1	110480000	111440000
chr1	111440000	111760000
chr1	111760000	112360000
chr1	112360000	112720000
chr1	112720000	113080000
chr1	113080000	113720000
chr1	113720000	114320000
chr1	114320000	114760000
chr1	114760000	116120000
chr1	116120000	116520000
chr1	116520000	117080000
chr1	117080000	117960000
chr1	117960000	121600000
chr1	145680000	146080000
chr1	147040000	148440000
chr1	149880000	151000000
chr1	151000000	151880000
chr1	151880000	153320000
chr1	153320000	154000000
chr1	154160000	155200000
chr1	155200000	155640000
chr1	155640000	156080000
chr1	156080000	156360000
chr1	156360000	156640000
chr1	156640000	157960000
chr1	158120000	159120000
chr1	159120000	160040000
chr1	160040000	161160000
chr1	161160000	161440000
chr1	161760000	162800000
chr1	162800000	163320000
